b,delta,g,h,V,dV_analytic,dV_numeric,sign_analytic,sign_numeric,switchable
0.0,0.32750837988826814,0.3,0.12249162011173181,0.06368627486033517,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.33168715083798883,0.3,0.11831284916201112,0.060831338547485986,-0.6831999999999999,-0.6831999999762361,-1.0,-1.0,True
0.0,0.33586592178770946,0.3,0.11413407821229049,0.05797640223463685,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.34004469273743015,0.3,0.1099553072625698,0.05512146592178768,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.34422346368715084,0.3,0.10577653631284911,0.0522665296089385,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.3484022346368715,0.3,0.10159776536312848,0.049411593296089365,-0.6831999999999999,-0.6831999999762361,-1.0,-1.0,True
0.0,0.35258100558659217,0.3,0.09741899441340779,0.046556656983240186,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.35675977653631286,0.3,0.0932402234636871,0.04370172067039102,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.3609385474860335,0.3,0.08906145251396647,0.04084678435754188,-0.6831999999999999,-0.6831999999762361,-1.0,-1.0,True
0.0,0.3651173184357542,0.3,0.08488268156424578,0.0379918480446927,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.36929608938547487,0.3,0.08070391061452509,0.03513691173184354,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.3734748603351955,0.3,0.07652513966480445,0.0322819754189944,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.3776536312849162,0.3,0.07234636871508376,0.029427039106145223,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.3818324022346369,0.3,0.06816759776536307,0.026572102793296044,-0.6831999999999999,-0.6831999999797056,-1.0,-1.0,True
0.0,0.3860111731843575,0.3,0.06398882681564244,0.023717166480446913,-0.6831999999999999,-0.6831999999797056,-1.0,-1.0,True
0.0,0.3901899441340782,0.3,0.05981005586592175,0.020862230167597733,-0.6831999999999999,-0.6831999999797056,-1.0,-1.0,True
0.0,0.3943687150837989,0.3,0.05563128491620106,0.01800729385474856,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.3985474860335195,0.3,0.05145251396648043,0.015152357541899423,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.40272625698324016,0.3,0.047273743016759795,0.012297421229050285,-0.6831999999999999,-0.6831999999797056,-1.0,-1.0,True
0.0,0.4069050279329609,0.3,0.04309497206703905,0.009442484916201074,-0.6831999999999999,-0.6831999999814403,-1.0,-1.0,True
0.0,0.41108379888268154,0.3,0.038916201117318416,0.00658754860335194,-0.6831999999999999,-0.6831999999814403,-1.0,-1.0,True
0.0,0.4152625698324022,0.3,0.03473743016759778,0.003732612290502802,-0.6831999999999999,-0.6831999999814403,-1.0,-1.0,True
0.0,0.4194413407821229,0.3,0.030558659217877038,0.0008776759776535879,-0.6831999999999999,-0.6831999999814403,-1.0,-1.0,True
0.0,0.42362011173184355,0.3,0.026379888268156404,-0.0019772603351955464,-0.6831999999999999,-0.6831999999814403,-1.0,-1.0,True
0.0,0.4277988826815642,0.3,0.02220111731843577,-0.004832196648044684,-0.6831999999999999,-0.6831999999814403,-1.0,-1.0,True
0.0,0.43197765363128493,0.3,0.018022346368715025,-0.007687132960893897,-0.6831999999999999,-0.6831999999814403,-1.0,-1.0,True
0.0,0.43615642458100556,0.3,0.013843575418994392,-0.010542069273743033,-0.6831999999999999,-0.6831999999814403,-1.0,-1.0,True
0.0,0.4403351955307262,0.3,0.009664804469273758,-0.01339700558659217,-0.6831999999999999,-0.6831999999814403,-1.0,-1.0,True
0.0,0.44451396648044694,0.3,0.005486033519553013,-0.01625194189944138,-0.6831999999999999,-0.6831999999814403,-1.0,-1.0,True
0.0,0.4486927374301676,0.3,0.0013072625698323792,-0.01910687821229052,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.4528715083798882,0.3,-0.0028715083798882546,-0.02,,,,,False
0.0,0.45705027932960895,0.3,-0.007050279329608999,-0.02,,,,,False
0.0,0.4612290502793296,0.3,-0.011229050279329633,-0.02,,,,,False
0.0,0.4654078212290502,0.3,-0.015407821229050267,-0.02,,,,,False
0.0,0.46958659217877097,0.3,-0.019586592178771012,-0.02,,,,,False
0.0,0.4737653631284916,0.3,-0.023765363128491646,-0.02,,,,,False
0.0,0.47794413407821223,0.3,-0.02794413407821228,-0.02,,,,,False
0.0,0.482122905027933,0.3,-0.032122905027933024,-0.02,,,,,False
0.0,0.4863016759776536,0.3,-0.03630167597765366,-0.02,,,,,False
0.0,0.49048044692737425,0.3,-0.04048044692737429,-0.02,,,,,False
0.0,0.494659217877095,0.3,-0.04465921787709504,-0.02,,,,,False
0.0,0.4988379888268156,0.3,-0.04883798882681567,-0.02,,,,,False
0.0,0.5030167597765363,0.3,-0.053016759776536304,-0.02,,,,,False
0.0,0.507195530726257,0.3,-0.05719553072625705,-0.02,,,,,False
0.0,0.5113743016759776,0.3,-0.06137430167597768,-0.02,,,,,False
0.0,0.5155530726256983,0.3,-0.06555307262569832,-0.02,,,,,False
0.0,0.519731843575419,0.3,-0.06973184357541906,-0.02,,,,,False
0.0,0.5239106145251397,0.3,-0.0739106145251397,-0.02,,,,,False
0.0,0.5280893854748603,0.3,-0.07808938547486033,-0.02,,,,,False
0.0,0.532268156424581,0.3,-0.08226815642458107,-0.02,,,,,False
0.0,0.5364469273743017,0.3,-0.08644692737430171,-0.02,,,,,False
0.0,0.5406256983240223,0.3,-0.09062569832402234,-0.02,,,,,False
0.0,0.544804469273743,0.3,-0.09480446927374309,-0.02,,,,,False
